0805YD105KAT2A|AVX Corporation|1514|621|$0.2582|156|$0.3228|1|$0.6455
0805ZC474KAT2A|AVX Corporation|1527|659|$0.0547|83|$0.0760|1|$0.1520
0805ZC474KAT2A|AVX Corporation|12800|8890|$0.0750|3334|$0.0900|1|$0.6000
0805ZD225MAT2A|KYOCERA Corporation|99900|29631|$0.0473|12699|$0.0540|1|$0.2250
0805ZD225MAT2A|AVX Corporation|2498|445|$0.0810|57|$0.1125|1|$0.2250
0805ZD225MAT2A|AVX Corporation|792|358|$0.0280|61|$0.0560|1|$0.0840
12063C474KAT2A|AVX Corporation|98461|76924|$0.0060|26668|$0.0065|1|$0.0750
12063C474KAT2A|AVX Corporation|6240|2001|$0.0150|401|$0.0250|1|$0.0750
12063C474KAT2A|AVX Corporation|1588|1001|$0.0300|201|$0.0500|1|$0.1500
12063C474KAT2A|AVX Corporation|4660|477|$0.0700|58|$0.1050|1|$0.3500
12063C474KAT2A|AVX Corporation|19200|10001|$0.1320|5129|$0.1500|1|$0.6000
AUIRS20302STR|International Rectifier|1220|668|$2.7266|298|$2.9992|1|$5.4531
MP1412DH-LF-Z|Monolithic Power Systems|1640|731|$1.2450|392|$1.3695|1|$3.3200
HCNW4506|Agilent Technologies Inc|6|3|$2.7200|1|$4.0800
HCNW4506|Avago Technologies|96|70|$3.3670|20|$3.6400|1|$5.4600
HCNW4506#300|Hewlett Packard Co|2|3|$5.0365|1|$6.0438
TPSD336M035R0300|AVX Corporation|1089|979|$0.9300|524|$1.0230|1|$2.4800
TPSD336M035R0300|AVX Corporation|565|475|$1.2163|221|$1.2649|1|$3.8920
TPSD336M035R0300|AVX Corporation|308|252|$3.5496|59|$3.9799|1|$6.4539
502426-1430|Molex|2586|1642|$0.4290|367|$0.4875|1|$1.5600
LM2676SX-3.3/NOPB|National Semiconductor Corporation|33|8|$2.7000|3|$3.6000|1|$5.4000
0402YD333KAT2A|AVX Corporation|480|378|$0.0265|64|$0.0530|1|$0.0795
0402YD333KAT2A|KOA Speer Electronics Inc|8000|3334|$0.0045|668|$0.0150|1|$0.0450
0402YD333KAT2A|AVX Corporation|7756|3334|$0.0045|668|$0.0150|1|$0.0450
0402YD333KAT2A|AVX Corporation|7920|1888|$0.0159|378|$0.0265|1|$0.0795
EKY-500ELL221MJ16S|Nippon Chemi-con Corporation|224|72|$0.7000|19|$0.8400|1|$1.4000
06033C104JAT2A|AVX Corporation|71|19|$0.3159|8|$0.5616|1|$0.7020
06033C104JAT2A|AVX Corporation|46|30|$0.4375|7|$0.7000|1|$0.8750
